composicion,caracter,estrofa,verso,acentos,duracion,xf0,st_M_m,st_tonema,pendiente_verso,pendiente_tonema
003,z,1,6,2,1.1919174732913964,291.5580542878977,6.582429383542435,-1.311690939615693,-4.3220895651144415,-4.921634234514532
003,z,1,7,3,1.0436623505841514,297.495406796609,7.530433792114325,-1.7331457421509744,-2.849877813672415,-19.15550743102195
003,z,1,8,3,1.2753195195867537,288.43289566037555,8.911049400859039,2.2664015719946438,4.343613401430029,6.960784878980504
003,z,1,9,3,1.2408857454140136,322.5675770855291,9.417448713490113,-5.982034823293977,-4.168720659836404,-20.61279359354698
003,z,1,10,3,1.1856760763570833,283.5817797865287,8.553584513077357,-2.881034008015233,-0.08945996754996197,-8.45677816245916
003,z,2,1,3,1.30615690023882,307.36567741101425,10.242089413762216,-6.163953611369502,-5.4877920483542155,-19.250099690315313
003,z,2,2,3,1.197183063728776,281.3386061869715,7.682556705399582,-7.4681777568227385,-2.33154640895136,-32.11276240217043
003,z,2,3,3,1.1863078699543834,313.82344041179823,7.147903650907428,-3.4758053675983547,-2.1120459470352597,-14.459889735996837
003,z,2,4,2,1.168704768032196,274.45050705996545,7.684856778109562,-5.467898638855024,-3.411535029727386,-16.424226471609554
003,z,2,5,3,1.3484195838873525,334.00987138262946,6.909826933324137,-0.7130320774435585,-0.23648540515151822,-2.6031464620193816
003,z,2,6,2,1.2593018830257918,301.5631086722543,9.006669032549045,-7.660722952300516,-4.416553532199656,-19.93595749564973
003,z,2,7,3,1.1835994534728975,296.399005609384,5.743235056914682,-4.263761016141357,-2.7207934049485853,-14.575531538230486
003,z,2,8,2,1.2125412038195194,300.06103170928424,9.07023059303518,0.0030609223437113877,6.477078918697053,0.023496580349917605
003,z,2,9,2,1.23617595005188,309.0103157794214,7.600268631141674,-2.15982265734377,-0.9990757453755399,-12.13018671264082
003,z,2,10,2,1.3574594221681302,293.8152584784371,10.675675435471877,-10.12842073348503,-4.1330825757623115,-27.900218298718695
003,z,3,1,2,1.220098031432343,316.2589913235089,8.934858030021275,-1.8539400880175636,4.201757676165288,-9.59342417782727
003,z,3,2,2,1.236792535258484,284.85119171674114,8.270013682867711,-7.982381712783559,-4.827362175282365,-31.639588869115936
003,z,3,3,3,1.2617811032419581,316.46824771941635,7.6435887656973005,-5.4003523537739895,-2.394002236223572,-26.203391262789967
003,z,3,4,2,1.136273909767894,288.3658712294847,8.350539719295487,-8.270658351817437,-1.9810680898218138,-37.4532682504156
003,z,3,5,2,1.2013321140395021,337.67712531839686,7.712376425988824,-3.433363487879526,0.7106433477958903,-19.459245330571797
003,z,3,6,3,1.2784010816160958,297.73808839988726,9.20500985935868,-8.716717571700569,-4.010530570134835,-28.396197463297934
003,z,3,7,2,1.1893068571690506,295.2726838947438,6.206359626455467,-4.406760687506907,-2.2622634584867836,-20.849543792405655
003,z,3,8,2,1.3268069207412552,311.4884436550228,10.081880706227922,0.9071839515720492,6.647904056705773,2.705326028764714
003,z,3,9,2,1.1191683082343715,322.596158288575,5.161686160493624,-1.8483140602377848,-2.85025709785264,-8.54907948020483
003,z,3,10,2,1.216593188556331,301.168418163546,9.120973803548521,-7.848458888562556,-4.616696610324938,-26.437169198895365
003,z,4,1,3,1.1649548396175362,320.5687766759614,4.6777870056164135,-3.124991798077695,-0.9145582306668442,-17.985689058083096
003,z,4,2,2,1.2193545687760334,277.09752974163655,7.104718016588842,-5.750999234058877,-3.3380676492355703,-22.168289816154
003,z,4,3,3,1.3520003665700102,304.91466060723803,7.889858797730352,-2.5288042943138045,-1.6754279093632756,-14.22542544194743
003,z,4,4,2,1.0850433507037778,277.70075243012604,7.436966672363996,0.8276577349546375,1.6207379306393424,2.781833191242388
003,z,4,5,3,1.3020073055733263,338.52322021285136,5.427032457617972,-0.5702543218447995,-1.7184690732110584,-2.1209426669008136
003,z,4,6,2,1.4345283897446848,292.6810904765852,8.251316420658192,-7.582370308636868,-3.8788650482081084,-24.085267058927858
003,z,4,7,2,1.3215879032417561,319.73204172936545,6.262718389819912,-3.868479688909205,-3.2563896096259066,-14.613537432111906
003,z,4,8,2,1.372853622559255,306.7392457339375,8.930254991784343,0.6953402625287325,3.9788359197843146,2.3503911003112674
003,z,4,9,2,1.2157266048629367,308.5068982887436,4.866963065943711,-2.1116617257349937,-2.331365045520262,-10.881992722174974
003,z,4,10,2,1.1185780224494977,296.9951343171753,7.639840153133015,-7.564133824866648,-3.92962292047955,-30.246553231801386
003,z,5,1,2,1.3336338268000958,296.7600266736393,6.110649697828767,-4.6558077132481825,-0.46067836483875585,-16.94932738765252
003,z,5,2,2,1.1643562229199986,287.1404847668611,6.525198312394618,-2.3246150787372217,1.463374346941823,-39.511298620557056
003,z,5,3,2,1.1567386507020387,337.6088058352566,6.099974235358094,-3.9343798197131044,-0.014235091976712199,-54.18912717417301
003,z,5,4,2,1.2200009233280298,292.4572709090993,7.860086419401641,-6.292497682804806,-5.40882247821946,-17.427451574323232
003,z,5,5,2,1.241109478506985,294.2456767822899,6.7432187688748275,-4.860528558592793,-1.9114938291207562,-15.541056595348993
003,z,5,6,2,1.084546007459906,266.1220260631039,6.19082617009964,-4.122399701715311,1.3109202099797628,-42.269459546499185
003,z,5,7,2,0.995697368073607,281.5669973390368,6.594981946594216,-0.8568483270858637,-1.7534830796635952,-12.587339085396026
003,z,5,8,2,1.2194675623141649,301.43654479213416,10.041883877942205,0.7821040588092951,6.086393137444221,2.6814452439653382
003,z,5,9,2,1.009478132943272,329.5230785068458,4.533605307968356,-3.8682081353948092,-1.7269711562686905,-23.974978137765362
003,z,5,10,2,1.132848494830128,303.7856066847497,7.278682079468317,-1.439857709105145,-0.9991831633144082,-26.296785195318208

